Date,Open,High,Low,Close,Volume,Adj Close
2013-09-30 15:00:00,14517.98046875,14799.2802734375,13748.9404296875,14327.9404296875,3095600000,14327.9404296875
2013-10-31 15:00:00,14403.0703125,15729.08984375,14026.169921875,15661.8701171875,3175900000,15661.8701171875
2013-11-30 15:00:00,15659.740234375,16320.2197265625,15112.5400390625,16291.3095703125,3151000000,16291.3095703125
2013-12-31 15:00:00,16147.5400390625,16164.009765625,14764.5703125,14914.5302734375,3734900000,14914.5302734375
2014-01-31 15:00:00,14788.5595703125,15094.5400390625,13995.8603515625,14841.0703125,3390300000,14841.0703125
2014-02-28 15:00:00,14666.9296875,15312.599609375,14203.2099609375,14827.830078125,3011800000,14827.830078125
2014-03-31 15:00:00,14870.509765625,15164.3896484375,13885.1103515625,14304.1103515625,2575500000,14304.1103515625
2014-04-30 15:00:00,14341.08984375,14744.16015625,13964.4296875,14632.3798828125,2560200000,14632.3798828125
2014-05-31 15:00:00,14777.509765625,15442.669921875,14777.509765625,15162.099609375,2715300000,15162.099609375
2014-06-30 15:00:00,15179.6396484375,15759.66015625,15101.490234375,15620.76953125,2467400000,15620.76953125
2014-07-31 15:00:00,15511.5400390625,15628.7802734375,14753.83984375,15424.58984375,2300800000,15424.58984375
2014-08-31 15:00:00,15454.58984375,16374.1396484375,15440.990234375,16173.51953125,2530100000,16173.51953125
2014-09-30 15:00:00,16173.3896484375,16533.91015625,14529.0302734375,16413.759765625,3436700000,16413.759765625
2014-10-31 15:00:00,16732.849609375,17520.5390625,16713.369140625,17459.849609375,3155400000,17459.849609375
2014-11-30 15:00:00,17475.099609375,18030.830078125,16672.939453125,17450.76953125,2962900000,17450.76953125
2014-12-31 15:00:00,17325.6796875,17850.58984375,16592.5703125,17674.390625,2691500000,17674.390625
2015-01-31 15:00:00,17536.609375,18865.390625,17271.869140625,18797.939453125,2975400000,18797.939453125
2015-02-28 15:00:00,18869.400390625,19778.599609375,18577.060546875,19206.990234375,3191800000,19206.990234375
2015-03-31 15:00:00,19129.75,20252.119140625,18927.94921875,19520.009765625,3047400000,19520.009765625
2015-04-30 15:00:00,19510.849609375,20655.330078125,19257.849609375,20563.150390625,3291500000,20563.150390625
2015-05-31 15:00:00,20444.5390625,20952.7109375,19990.55078125,20235.73046875,3459500000,20235.73046875
2015-06-30 15:00:00,20291.05078125,20850.0,19115.19921875,20585.240234375,3318200000,20585.240234375
2015-07-31 15:00:00,20540.2109375,20946.9296875,17714.30078125,18890.48046875,3723100000,18890.48046875
2015-08-31 15:00:00,18763.720703125,18777.470703125,16901.490234375,17388.150390625,3132300000,17388.150390625
2015-09-30 15:00:00,17479.970703125,19202.33984375,17389.5703125,19083.099609375,2979600000,19083.099609375
2015-10-31 15:00:00,18827.109375,19994.05078125,18641.220703125,19747.470703125,2559500000,19747.470703125
2015-11-30 15:00:00,19799.080078125,20012.400390625,18562.509765625,19033.7109375,2749100000,19033.7109375
2015-12-31 15:00:00,18818.580078125,18951.119140625,16017.259765625,17518.30078125,3235900000,17518.30078125
2016-01-31 15:00:00,17699.599609375,17905.369140625,14865.76953125,16026.759765625,4174100000,16026.759765625
2016-02-29 15:00:00,16013.0,17291.349609375,15857.3701171875,16758.669921875,3307500000,16758.669921875
2016-03-31 15:00:00,16719.560546875,17613.560546875,15471.7998046875,16666.05078125,3230600000,16666.05078125
2016-04-30 15:00:00,16357.099609375,17251.359375,15975.4697265625,17234.98046875,2563800000,17234.98046875
2016-05-31 15:00:00,17097.220703125,17145.94921875,14864.009765625,15575.919921875,3093000000,15575.919921875
2016-06-30 15:00:00,15698.01953125,16938.9609375,15106.51953125,16569.26953125,2816900000,16569.26953125
2016-07-31 15:00:00,16415.310546875,16943.669921875,15921.0400390625,16887.400390625,2675600000,16887.400390625
2016-08-31 15:00:00,16885.16015625,17156.359375,16285.41015625,16449.83984375,2493200000,16449.83984375
2016-09-30 15:00:00,16566.029296875,17461.029296875,16554.830078125,17425.01953125,2222800000,17425.01953125
2016-10-31 15:00:00,17380.5390625,18482.939453125,16111.8095703125,18308.48046875,3226000000,18308.48046875
2016-11-30 15:00:00,18535.240234375,19592.900390625,18227.390625,19114.369140625,3038700000,19114.369140625
2016-12-31 15:00:00,19298.6796875,19615.400390625,18650.330078125,19041.33984375,2440400000,19041.33984375
2017-01-31 15:00:00,18926.970703125,19519.439453125,18805.3203125,19118.990234375,2606300000,19118.990234375
2017-02-28 15:00:00,19226.939453125,19668.009765625,18909.259765625,18909.259765625,2646000000,18909.259765625
2017-03-31 15:00:00,18988.0,19289.4296875,18224.6796875,19196.740234375,2178500000,19196.740234375
2017-04-30 15:00:00,19154.029296875,19998.490234375,19144.619140625,19650.5703125,2230200000,19650.5703125
2017-05-31 15:00:00,19692.16015625,20318.109375,19686.3203125,20033.4296875,2326500000,20033.4296875
2017-06-30 15:00:00,20056.3203125,20200.880859375,19856.650390625,19925.1796875,1790600000,19925.1796875
2017-07-31 15:00:00,19907.080078125,20113.73046875,19280.01953125,19646.240234375,1876000000,19646.240234375
2017-08-31 15:00:00,19733.5703125,20481.26953125,19239.51953125,20356.279296875,1807500000,20356.279296875
2017-09-30 15:00:00,20400.509765625,22086.880859375,20363.279296875,22011.609375,1872800000,22011.609375
2017-10-31 15:00:00,22144.919921875,23382.150390625,21972.33984375,22724.9609375,1981200000,22724.9609375
2017-11-30 15:00:00,22916.9296875,22994.330078125,22119.2109375,22764.939453125,1539000000,22764.939453125
2017-12-31 15:00:00,23073.73046875,24129.33984375,23065.19921875,23098.2890625,1606300000,23098.2890625
2018-01-31 15:00:00,23276.099609375,23492.76953125,20950.150390625,22068.240234375,1840200000,22068.240234375
2018-02-28 15:00:00,21901.130859375,21971.16015625,20347.490234375,21454.30078125,1732700000,21454.30078125
2018-03-31 15:00:00,21441.5703125,22495.560546875,21056.01953125,22467.869140625,1386000000,22467.869140625
2018-04-30 15:00:00,22453.419921875,23050.390625,21931.650390625,22201.8203125,1607600000,22201.8203125
2018-05-31 15:00:00,22126.25,23011.5703125,22038.400390625,22304.509765625,1513500000,22304.509765625
2018-06-30 15:00:00,22233.80078125,22949.3203125,21462.94921875,22553.720703125,1523800000,22553.720703125
2018-07-31 15:00:00,22642.1796875,23032.169921875,21851.3203125,22865.150390625,1515200000,22865.150390625
2018-08-31 15:00:00,22819.169921875,24286.099609375,22172.900390625,24120.0390625,1447600000,24120.0390625
2018-09-30 15:00:00,24173.369140625,24448.0703125,20971.9296875,21920.4609375,1822800000,21920.4609375
2018-10-31 15:00:00,21906.41015625,22583.4296875,21243.380859375,22351.060546875,1534700000,22351.060546875
2018-11-30 15:00:00,22629.390625,22698.7890625,18948.580078125,20014.76953125,1529200000,20014.76953125
2018-12-31 15:00:00,19655.130859375,20892.6796875,19241.369140625,20773.490234375,1275600000,20773.490234375
2019-01-31 15:00:00,20797.029296875,21610.880859375,20315.310546875,21385.16015625,1276100000,21385.16015625
2019-02-28 15:00:00,21490.01953125,21860.390625,20911.5703125,21205.810546875,1396900000,21205.810546875
2019-03-31 15:00:00,21500.890625,22362.919921875,21471.119140625,22258.73046875,1187800000,22258.73046875
2019-04-30 15:00:00,22184.400390625,22190.490234375,20581.580078125,20601.189453125,1458100000,20601.189453125
2019-05-31 15:00:00,20327.869140625,21497.8203125,20289.640625,21275.919921875,1195400000,21275.919921875
2019-06-30 15:00:00,21566.26953125,21823.0703125,20993.439453125,21521.529296875,1168700000,21521.529296875
2019-07-31 15:00:00,21361.580078125,21556.689453125,20110.759765625,20704.369140625,1373500000,20704.369140625
2019-08-31 15:00:00,20625.75,22255.560546875,20554.16015625,21755.83984375,1392600000,21755.83984375
2019-09-30 15:00:00,21831.439453125,23008.4296875,21276.009765625,22927.0390625,1347900000,22927.0390625
2019-10-31 15:00:00,22730.490234375,23608.060546875,22705.599609375,23293.91015625,1356700000,23293.91015625
2019-11-30 15:00:00,23388.630859375,24091.119140625,23044.779296875,23656.619140625,1173000000,23656.619140625
2019-12-31 15:00:00,23319.759765625,24115.94921875,22892.94921875,23205.1796875,1133600000,23205.1796875
2020-01-31 15:00:00,22874.26953125,23995.369140625,20916.400390625,21142.9609375,1396200000,21142.9609375
2020-02-29 15:00:00,20849.7890625,21719.779296875,16358.1904296875,18917.009765625,3101700000,18917.009765625
2020-03-31 15:00:00,18686.119140625,20365.890625,17646.5,20193.689453125,1837200000,20193.689453125
2020-04-30 15:00:00,19991.970703125,21955.439453125,19448.9296875,21877.890625,1539400000,21877.890625
2020-05-31 15:00:00,21910.890625,23185.849609375,21529.830078125,22288.140625,1754000000,22288.140625
2020-06-30 15:00:00,22338.30078125,22965.560546875,21710.0,21710.0,1454700000,21710.0
2020-07-31 15:00:00,21947.580078125,23431.0390625,21919.830078125,23139.759765625,1357300000,23139.759765625
2020-08-31 15:00:00,23089.630859375,23622.740234375,22878.7109375,23185.119140625,1362400000,23185.119140625
2020-09-30 15:00:00,23184.9296875,23725.580078125,22948.470703125,22977.130859375,1148600000,22977.130859375
2020-10-31 15:00:00,23110.740234375,26834.19921875,23096.7890625,26433.619140625,1614800000,26433.619140625
2020-11-30 15:00:00,26624.19921875,27602.51953125,26327.080078125,27444.169921875,1340300000,27444.169921875
2020-12-31 15:00:00,27575.5703125,28979.529296875,27002.1796875,27663.390625,1388600000,27663.390625
2021-01-31 15:00:00,27649.0703125,30714.51953125,27649.0703125,28966.009765625,1406000000,28966.009765625
2021-02-28 15:00:00,29419.44921875,30485.0,28308.5703125,29178.80078125,1956500000,29178.80078125
2021-03-31 15:00:00,29441.91015625,30208.890625,28419.83984375,28812.630859375,1231300000,28812.630859375
2021-04-30 15:00:00,29024.009765625,29685.41015625,27385.029296875,28860.080078125,1313600000,28860.080078125
2021-05-31 15:00:00,28998.650390625,29480.849609375,27795.859375,28791.529296875,1258700000,28791.529296875
2021-06-30 15:00:00,28832.41015625,28852.310546875,27272.490234375,27283.58984375,1108100000,27283.58984375
2021-07-31 15:00:00,27493.3203125,28279.80078125,26954.810546875,28089.5390625,1235400000,28089.5390625
2021-08-31 15:00:00,28179.0390625,30795.779296875,28179.0390625,29452.66015625,1561500000,29452.66015625
2021-09-30 15:00:00,29235.109375,29489.109375,27293.619140625,28892.689453125,1601900000,28892.689453125
2021-10-31 15:00:00,29330.6796875,29960.9296875,27819.140625,27821.759765625,1433700000,27821.759765625
2021-11-30 15:00:00,27866.73046875,29121.009765625,27588.609375,28791.7109375,1284100000,28791.7109375
2021-12-31 15:00:00,29098.41015625,29388.16015625,26044.51953125,27001.98046875,1387900000,27001.98046875
2022-01-31 15:00:00,27167.140625,27880.69921875,25775.640625,26526.8203125,1390900000,26526.8203125
2022-02-28 15:00:00,26836.740234375,28338.810546875,24681.740234375,27821.4296875,1882500000,27821.4296875
2022-03-31 15:00:00,27624.109375,27965.939453125,26051.0390625,26847.900390625,1345900000,26847.900390625
2022-04-30 15:00:00,26851.099609375,27463.330078125,25688.109375,27279.80078125,1582900000,27279.80078125
2022-05-31 15:00:00,27295.630859375,28389.75,25520.23046875,26393.0390625,1637700000,26393.0390625
2022-06-30 15:00:00,26460.7109375,28015.6796875,25841.75,27801.640625,1339300000,27801.640625
2022-07-31 15:00:00,27813.8203125,29222.76953125,27530.599609375,28091.529296875,1397800000,28091.529296875
2022-08-31 15:00:00,27797.0,28659.759765625,25805.58984375,25937.2109375,1377200000,25937.2109375
2022-09-30 15:00:00,25778.94921875,27602.990234375,25621.9609375,27587.4609375,1435500000,27587.4609375
2022-10-31 15:00:00,27614.640625,28502.2890625,27032.01953125,27968.990234375,1555800000,27968.990234375
2022-11-30 15:00:00,28273.130859375,28423.4609375,25953.919921875,26094.5,1484200000,26094.5
2022-12-31 15:00:00,25834.9296875,27502.150390625,25661.890625,27327.109375,1364600000,27327.109375
2023-01-31 15:00:00,27483.41015625,27821.220703125,27046.080078125,27445.560546875,1369700000,27445.560546875
2023-02-28 15:00:00,27363.5703125,28734.7890625,26632.919921875,28041.48046875,1782200000,28041.48046875
2023-03-31 15:00:00,28203.349609375,28879.240234375,27427.66015625,28856.439453125,1305200000,28856.439453125
2023-04-30 15:00:00,29058.05078125,31560.4296875,28931.810546875,30887.880859375,1779800000,30887.880859375
2023-05-31 15:00:00,30886.009765625,33772.890625,30853.439453125,33189.0390625,2093700000,33189.0390625
2023-06-30 15:00:00,33517.6015625,33762.80859375,31791.7109375,33172.21875,1923900000,33172.21875
2023-07-31 15:00:00,33292.30859375,33488.76953125,31275.25,32619.33984375,1973300000,32619.33984375
2023-08-31 15:00:00,32521.150390625,33634.30859375,31674.419921875,31857.619140625,2103300000,31857.619140625
2023-09-30 15:00:00,32101.970703125,32533.080078125,30487.669921875,30858.849609375,2095900000,30858.849609375
2023-10-31 15:00:00,31311.220703125,33853.4609375,31301.509765625,33486.890625,2121500000,33486.890625
2023-11-30 15:00:00,33537.44140625,33824.05859375,32205.380859375,33464.171875,2079300000,33464.171875
2023-12-31 15:00:00,33193.05078125,36984.51171875,32693.1796875,36286.7109375,2081800000,36286.7109375
2024-01-31 15:00:00,36008.55859375,39426.2890625,35854.62890625,39166.19140625,2433700000,39166.19140625
2024-02-29 15:00:00,39254.69140625,41087.75,38271.37890625,40369.44140625,2518700000,40369.44140625
2024-03-31 15:00:00,40646.69921875,40697.21875,36733.05859375,38405.66015625,2522300000,38405.66015625
2024-04-30 15:00:00,38107.37890625,39437.16015625,37617.0,38487.8984375,2632400000,38487.8984375
2024-05-31 15:00:00,38734.94921875,39788.62890625,37950.19921875,39583.078125,2209000000,39583.078125
2024-06-30 15:00:00,39839.8203125,42426.76953125,37611.19140625,39101.8203125,2570500000,39101.8203125
2024-07-31 15:00:00,38781.55859375,38781.55859375,31156.119140625,38647.75,3034000000,38647.75
2024-08-31 15:00:00,39025.30859375,39829.55859375,35247.87109375,37919.55078125,2365000000,37919.55078125
2024-09-30 15:00:00,38232.46875,40257.33984375,37651.0703125,39081.25,2613600000,39081.25
2024-10-31 15:00:00,38504.3515625,39884.01171875,37801.62109375,38208.03125,2649300000,38208.03125
2024-11-30 15:00:00,38216.94921875,40398.23046875,37958.55078125,39894.5390625,2568500000,39894.5390625
2024-12-31 15:00:00,39945.421875,40288.80078125,38055.6796875,39572.48828125,2191000000,39572.48828125
2025-01-31 15:00:00,38932.66015625,39581.46875,36840.12109375,37155.5,2515300000,37155.5
2025-02-28 15:00:00,37617.5,38220.69140625,35541.71875,35617.55859375,2625600000,35617.55859375
2025-03-31 15:00:00,35961.19140625,36075.26171875,30792.740234375,36045.37890625,3179700000,36045.37890625
2025-04-30 15:00:00,36197.0390625,38494.05859375,36040.05078125,37965.1015625,2710000000,37965.1015625
2025-05-31 15:00:00,37651.1796875,40852.5390625,37320.71875,40487.390625,2401100000,40487.390625
2025-06-30 15:00:00,40340.640625,42065.828125,39288.8984375,41069.8203125,2634100000,41069.8203125
2025-07-31 15:00:00,41029.83984375,43876.421875,39850.51953125,42718.46875,2659500000,42718.46875
2025-08-31 15:00:00,42362.7109375,45852.75,41835.171875,44932.62890625,2488800000,44932.62890625
2025-09-30 15:00:00,44831.94921875,52411.33984375,44357.6484375,52411.33984375,3069700000,52411.33984375
2025-10-31 15:00:00,52294.30859375,52636.87109375,48235.30078125,50253.91015625,2646400000,50253.91015625
2025-11-30 15:00:00,50318.58984375,51127.69140625,48643.78125,50339.48046875,2469200000,50339.48046875
2025-12-31 15:00:00,51010.28125,54487.3203125,50995.671875,53322.8515625,2711800000,53322.8515625
2026-01-31 15:00:00,53575.37109375,59332.4296875,52655.1796875,58850.26953125,3056200000,58850.26953125
2026-02-28 15:00:00,57976.19921875,58365.2109375,50558.91015625,51063.71875,3414100000,51063.71875
2026-03-31 15:00:00,51959.46875,57012.76953125,51902.83984375,56924.109375,1160900000,56924.109375
2026-04-10 06:45:02,56265.76953125,57012.76953125,56251.1796875,56924.109375,0,56924.109375
